,Invoice_#,Clerk,SKU,Name,Quantity,Net_Price,Total_Sale,COGS,Profit,Margin,Tender
6916,99083B,23,48-22-3100, MILWAUKEE BLACK MARKER F,2.0,2.59,5.18,2.28,2.9,56.0,"CHA-NATURAL
"
6917,99084B,23,5661038,#10 HINGE CENTERING BIT,2.0,15.99,31.98,13.78,18.2,56.9,"CHA-1243
"
6918,99084B,23,PKMZ83234VP,8-32X3/4 MACHINE SCREWS,1.0,7.49,7.49,3.76,3.73,49.8,"CHA-1243
"
6919,99084B,23,FKWZ10134VP,"#10x1-3/4"" WOOD SCREWS F",2.0,11.99,23.98,11.94,12.04,50.2,"CHA-1243
"
6920,99084B,23,48057,MINI SAWBLADES W/MANDREL,1.0,4.99,4.99,2.35,2.64,52.9,"CHA-1243
"
6921,99084B,23,48054,1-1/2 FIBERGLASS REINFOR,1.0,4.09,4.09,2.23,1.86,45.5,"CHA-1243
"
6922,99084B,23,80217,8-32NC TAP & DRILL SET,1.0,7.99,7.99,3.82,4.17,52.2,"CHA-1243
"
6923,99084B,23,TC1,ROTOZIP WALL TILE ZIP BI,1.0,15.99,15.99,6.27,9.72,60.8,"CHA-1243
"
6924,99087B,23,PLPS, PL PREMIUM ADHESIVE 295M,4.0,9.99,39.96,30.8,9.16,22.9,Mastercard
6925,99089B,23,DS0614BGPC," DIABLO 6"" BI-METAL GP 8/",1.0,4.311,4.31,2.37,1.94,45.0,Cash
6926,99090B,06,PICQUIC,6BIT PICQUIC SCREWDRIVER,1.0,16.99,16.99,9.89,7.1,41.8,"CHA-VISIONB
"
6927,99091A,41,02D74158, DYNAFLEX ULTRA BLACK 300,2.0,14.99,29.98,18.1,11.88,39.6,Mastercard
6928,99097B,41,PKAZ834VP,"#8X3/4"" PAN HEAD METAL S",1.0,7.19,7.19,3.43,3.76,52.3,"CHA-MORGAND
"
6929,99097B,41,T39316," 3/16"" PREMIUM GLASS AND",1.0,12.99,12.99,6.65,6.34,48.8,"CHA-MORGAND
"
6930,99098B,41,D0840X," FREUD 8-1/4"" 40TH FINISH",1.0,33.291,33.29,22.42,10.87,32.7,Cash
6931,99100B,23,PSCL5/8R50, 5/8 plywood clip,3.0,12.99,38.97,12.57,26.4,67.7,Debit
6932,99102B,23,3056032,EAB HOLE SAW DIAMOND 3/4,1.0,20.99,20.99,11.99,9.0,42.9,"CHA-163
"
6933,99102B,23,2070102,2 1/2 GROUT REMOVAL BLAD,1.0,29.99,29.99,19.19,10.8,36.0,"CHA-163
"
6934,99106A,41,116048135,48MMx55M BLUE TAPE SHURT,1.0,21.99,21.99,11.44,10.55,48.0,"CHA-1352
"
6935,99106A,41,MAXBAGC,MAX GARBAGE BAGS CLEAR,1.0,34.99,34.99,22.26,12.73,36.4,"CHA-1352
"
6936,99116B,41,BL816,BLACKLINE CHALK 8OZ,1.0,9.891,9.89,5.97,3.92,39.6,Visa
6937,99116B,41,312101, PREMIUM QUICK SQUARE,1.0,17.991,17.99,10.32,7.67,42.6,Visa
6938,99116B,41,48-22-8902, MILWAUKEE GLOVES LARGE,2.0,6.291,12.58,6.72,5.86,46.6,Visa
6939,99116B,41,1932874,IRWIN 100' SPEEDLINE CHA,1.0,10.791,10.79,6.45,4.34,40.2,Visa
6940,99116B,41,DS0912BWC,"9"" DEMO DEMON RECIP BLAD",2.0,5.841,11.68,6.22,5.46,46.7,Visa
6941,99117B,23,22248,OUTDOOR ONLY BLUE TUCK T,4.0,12.99,51.96,32.56,19.4,37.3,"CHA-0467
"
6942,99121B,23,00.024," STACKING SHIM 4-5/8"" 16P",8.0,1.99,15.92,9.6,6.32,39.7,"CHA-VISIONB
"
6943,99123B,41,JS500,"6""X50' FLEXIBLE DETAIL T",1.0,69.99,69.99,46.31,23.68,33.8,"CHA-0346
"
6944,99123B,41,LCB-65RB, RAZAR BLK BLADE 7-POINT,1.0,19.99,19.99,11.5,8.49,42.5,"CHA-0346
"
6945,99123B,41,396720," 1/4"" STAPLES 6M",2.0,31.99,63.98,39.3,24.68,38.6,"CHA-0346
"
6946,99123B,41,SDS3166,SDS 3/16X6 DRILL BIT HIL,6.0,18.99,113.94,55.92,58.02,50.9,"CHA-0346
"
6947,99123B,41,OSL114F,"1-1/4"" PLUNGE CUT BLADE",2.0,21.99,43.98,20.34,23.64,53.8,"CHA-0346
"
6948,99123B,41,DOS125JBW3, STARLOCK CLEAN WOOD DIAB,2.0,17.99,35.98,17.3,18.68,51.9,"CHA-0346
"
6949,99124B,23,7481740,ZIRCON STUD SENSOR PRO35,1.0,39.99,39.99,21.72,18.27,45.7,"CHA-0217
"
6950,99130B,23,94001,WEATHERMASTER WHITE 4400,8.0,12.99,103.92,57.52,46.4,44.6,"CHA-AWKENNE
"
6951,99130B,23,14HS," HORSESHOE SHIM 1/4"" BLAC",1.0,9.5,9.5,4.44,5.06,53.3,"CHA-AWKENNE
"
6952,99130B,23,116HS,"HORSESHOE SHIM 1/16"" BLU",1.0,9.99,9.99,4.92,5.07,50.8,"CHA-AWKENNE
"
6953,99132B,23,421464, SCOTT BLUE SHOP TOWELS,3.0,3.69,11.07,7.53,3.54,32.0,"CHA-0758
"
6954,99132B,23,0534510,ACOUSTI-SEAL 295ML,4.0,8.59,34.36,20.72,13.64,39.7,"CHA-0758
"
6955,99134B,06,0580402,BLUESKIN PRIMER AERO 425,1.0,38.99,38.99,24.0,14.99,38.4,"CHA-0898
"
6956,99135B,23,0580402,BLUESKIN PRIMER AERO 425,1.0,29.99,29.99,24.0,5.99,20.0,Mastercard
6957,99138A,41,205-02, INDOOR ONLY RED TUCK TAP,2.0,10.99,21.98,11.88,10.1,46.0,"CHA-0758
"
6958,99142B,06,25-D4804SC, CHAIN DOOR GUARD SC,-2.0,-5.391,-10.78,-5.6,-5.18, -48.1,Debit
6959,99147B,06,H005118,CONSTRUCTION HEATER 5600,1.0,199.99,199.99,119.9,80.09,40.0,Visa
6960,99149B,23,0577077,3.78L CHAIN SAW OIL,1.0,19.99,19.99,13.29,6.7,33.5,Visa
6961,99149B,23,UO-C04, ECO FEE USED OIL CONTAIN,1.0,0.38,0.38,0.38,0.0, 0.0,Visa
6962,99153B,23,DS1212BWC,"DIABLO RECIP 12"" BI-META",2.0,7.99,15.98,7.08,8.9,55.7,Mastercard
6963,99153B,23,0577077,3.78L CHAIN SAW OIL,1.0,19.99,19.99,13.29,6.7,33.5,Mastercard
6964,99153B,23,UO-C04, ECO FEE USED OIL CONTAIN,1.0,0.38,0.38,0.38,0.0, 0.0,Mastercard
6965,99156B,23,633900," 4"" CABLE TIES 100PC",1.0,2.99,2.99,1.39,1.6,53.5,Visa
6966,99160A,06,T46322G12,"12"" RICHELIEU DRAWER SLI",1.0,29.69,29.69,14.83,14.86,50.1,Cash
6967,99161B,23,S8DGAL," GALV 2 1/2"" SPIKES 2M",-1.0,-46.89,-46.89,-29.75,-17.14, -36.6,"CHA-YORKENT
"
6968,99161B,23,S286113,"2""x.113 STICK NAILS, BRI",1.0,42.99,42.99,30.9,12.09,28.1,"CHA-YORKENT
"
6969,99163B,23,STUCCOTAPE, STUCCO TAPE RED,5.0,12.99,64.95,29.95,35.0,53.9,"CHA-YORKENT
"
6970,99164B,41,DSB1013,"BOSCH SPADE 1""X6""",1.0,5.99,5.99,2.65,3.34,55.8,"CHA-1098
"
6971,99167B,23,CDX045040N01F,"4-1/2"" GRINDING & POLISH",1.0,11.151,11.15,6.18,4.97,44.6,Visa
6972,99167B,23,OSL114JF," 1-1/4"" PLUNGE CUT BLADE",2.0,21.99,43.98,27.36,16.62,37.8,Visa
6973,99168B,23,MAXBAGC,MAX GARBAGE BAGS CLEAR,1.0,34.99,34.99,22.26,12.73,36.4,"CHA-0274
"
6974,99174A,41,MAXBAGC,MAX GARBAGE BAGS CLEAR,2.0,34.99,69.98,44.52,25.46,36.4,"CHA-1352
"
6975,99176A,41,3945, GINO LAMINATED PADLOCK 4,1.0,9.99,9.99,5.25,4.74,47.4,Mastercard
6976,99176A,41,4989, GINO LAMINATED PADLOCK 5,1.0,12.99,12.99,6.65,6.34,48.8,Mastercard
6977,99176A,41,319XV,"4"" HINGE HASP ZINC",1.0,6.29,6.29,3.14,3.15,50.1,Mastercard
6978,99180B,06,1208743,"RICHARD 10"" LEVER SCRAPE",2.0,14.99,29.98,17.0,12.98,43.3,"CHA-61
"
6979,99180B,06,421464, SCOTT BLUE SHOP TOWELS,2.0,3.69,7.38,5.02,2.36,32.0,"CHA-61
"
6980,99180B,06,MAXBAGC,MAX GARBAGE BAGS CLEAR,1.0,34.99,34.99,22.26,12.73,36.4,"CHA-61
"
6981,99181A,41,396532," 1/4"" ARROW T50 STAPLES #",1.0,4.99,4.99,2.18,2.81,56.3,"CHA-388
"
6982,99181A,41,170/46, PICA BIG INK BLACK,1.0,11.99,11.99,6.98,5.01,41.8,"CHA-388
"
6983,99183A,23,911WP600G,WATERPROOF 600G SANDPAPE,1.0,0.52,0.52,0.52,0.0, 0.0,Visa
6984,99183A,23,A30200, MICROFIBER CLOTH RAGS,2.0,1.5,3.0,3.0,0.0, 0.0,Visa
6985,99184A,23,6780647,"12"" TAPING KNIFE MINTCRA",1.0,12.99,12.99,5.92,7.07,54.4,Cash
6986,99187A,41,2215FBV,DOOR STOP HINGE PIN,12.0,4.19,50.28,24.96,25.32,50.4,"CHA-AWKENNE
"
6987,99187A,41,KT109B, FLOOR GUIDE METAL BASE A,2.0,4.99,9.98,5.0,4.98,49.9,"CHA-AWKENNE
"
6988,99187A,41,KT107R," POCKET DOOR GUIDE 1-3/8""",1.0,3.99,3.99,2.08,1.91,47.9,"CHA-AWKENNE
"
6989,99187A,41,E-2516, DOOR LATCH STRIKE BLACK,1.0,3.99,3.99,2.07,1.92,48.1,"CHA-AWKENNE
"
6990,99187A,41,D0760A," DIABLO 7-1/4"" 60T ULTRA",1.0,36.99,36.99,19.47,17.52,47.4,"CHA-AWKENNE
"
6991,99187A,41,0523133,PL PREMIUM FAST GRAB 295,1.0,13.99,13.99,10.17,3.82,27.3,"CHA-AWKENNE
"
6992,99187A,41,523210, DAP DRYDEX SPACKLE 946ML,1.0,11.99,11.99,7.83,4.16,34.7,"CHA-AWKENNE
"
6993,99190B,41,223FBV, BLACK WARDROBE HOOK,1.0,6.291,6.29,3.51,2.78,44.2,Debit
6994,99192B,06,7686660,"3""X300 CAUTION TAPE YELL",1.0,10.99,10.99,3.51,7.48,68.1,"CHA-1245
"
6995,99194B,06,205-02, INDOOR ONLY RED TUCK TAP,2.0,10.99,21.98,11.88,10.1,46.0,"CHA-1245
"
6996,99198B,06,1054882,EAB HOLE SAW 4-1/2 BI-ME,1.0,56.99,56.99,34.19,22.8,40.0,Debit
6997,99199B,06,072874085438, CAT CAMO XL GLOVES,1.0,11.99,11.99,7.81,4.18,34.9,Debit
6998,99200A,41,0333160,BIFOLD DOOR TOP PIVOTS 3,-1.0,-4.941,-4.94,-2.47,-2.47, -50.0,Cash
6999,99206B,23,/H, Metal Spiral Anchor,6.0,0.89,5.34,2.94,2.4,44.9,Cash
7000,99210B,23,BREAKASCREW,break-a-screw,30.0,0.29,8.7,4.2,4.5,51.7,"CHA-934
"
7001,99214B,06,37035,"2"" IMPACT DRIVER BIT SET",1.0,14.99,14.99,6.58,8.41,56.1,"CHA-364
"
7002,99214B,06,94894,QC EXTENSION BIT HOLDER,1.0,23.99,23.99,13.19,10.8,45.0,"CHA-364
"
7003,99214B,06,OX-PU10-4.5,UNIVERSAL 4-1/2 DIAMOND,1.0,27.99,27.99,17.99,10.0,35.7,"CHA-364
"
7004,99214B,06,OX-T161220," 1/8"" TILE SPACERS / HARD",1.0,9.99,9.99,4.19,5.8,58.1,"CHA-364
"
7005,99214B,06,6937171,NO MORE NAILS H.D. 266ML,1.0,13.99,13.99,7.4,6.59,47.1,"CHA-364
"
7006,99216B,23,DELIVERY25, DELIVERY CHARGE COURTESY,1.0,25.0,25.0,25.0,0.0, 0.0,Visa
7007,99219B,06,AC200+, QUIKSHOT EPOXY 10OZ,4.0,33.99,135.96,85.44,50.52,37.2,"CHA-0090
"
7008,99219B,06,OX-P044410, PRO HEAVY DUTY CAULK GUN,1.0,41.99,41.99,22.19,19.8,47.2,"CHA-0090
"
7009,99220B,06,WS, WAFER SCREWS BULK,0.08,11.691,0.94,0.83,0.11,11.7,Visa
7010,99220B,06,NA8LVMX,#8L NYLON ANCHORS W/SCRE,1.0,8.541,8.54,4.78,3.76,44.0,Visa
7011,99230A,06,0534431,ALEX FAST DRY WHITE 300M,1.0,4.99,4.99,2.79,2.2,44.1,"CHA-0204
"
7012,99232B,23,546/24, BLACK & WHITE PENCIL,1.0,3.99,3.99,2.11,1.88,47.1,Visa
7013,99232B,23,KT3725IM, TAPE MEASURE METRIC/IMPE,1.0,11.99,11.99,7.94,4.05,33.8,Visa
7014,99240B,06,3030, PICA-DRY AUTOMATIC PENCI,1.0,17.99,17.99,10.58,7.41,41.2,"CHA-1292
"
7015,99240B,06,312052, 25' TAPE MEASURE FATMAX,1.0,29.99,29.99,18.35,11.64,38.8,"CHA-1292
"
7016,99245B,23,577406, WD&S SILICONE CLEAR 290M,2.0,11.99,23.98,12.52,11.46,47.8,"CHA-1156
"
7017,99247B,06,DS421BL96,KERF WEATHERSTRIP BLACK,-1.0,-12.99,-12.99,-6.53,-6.46, -49.7,Visa
7018,99249A,23,PSCL5/8R50, 5/8 plywood clip,2.0,12.99,25.98,8.38,17.6,67.7,Debit
7019,99250B,06,5711, MILWAUKEE WRECKER SAWZAL,1.0,8.991,8.99,3.8,5.19,57.7,Cash
7020,99255B,06,355606, TOUCH N' FOAM 12OZ GREEN,1.0,13.99,13.99,7.58,6.41,45.8,"CHA-421
"
7021,99255B,06,R40986," ROK 5-1/2"" MANDREL EXTEN",1.0,7.79,7.79,3.68,4.11,52.8,"CHA-421
"
7022,99255B,06,0534510,ACOUSTI-SEAL 295ML,1.0,8.59,8.59,5.18,3.41,39.7,"CHA-421
"
7023,99256B,06,DS421W96, KERF WEATHERSTRIP WHITE,3.0,12.99,38.97,10.86,28.11,72.1,"CHA-0308
"
7024,99256B,06,602114, SHOPVAC BAG TYPE I 10-14,1.0,34.99,34.99,17.5,17.49,50.0,"CHA-0308
"
7025,99256B,06,116HS,"HORSESHOE SHIM 1/16"" BLU",1.0,9.99,9.99,4.92,5.07,50.8,"CHA-0308
"
7026,99259A,41,181003, ELECTRICAL TAPE BLACK,1.0,1.79,1.79,0.6,1.19,66.5,"CHA-0090
"
7027,99264B,41,WS, WAFER SCREWS BULK,0.275,11.691,3.22,2.84,0.38,11.8,Visa
7028,99266B,06,0534441,DYNAFLEX 230 ALMOND 300M,1.0,7.99,7.99,4.96,3.03,37.9,Visa
7029,99266B,06,0534429,ALEX PLUS CLEAR 300ML,1.0,4.29,4.29,2.9,1.39,32.4,Visa
7030,99266B,06,2177426,NEWBORN SILVER CAULKING,1.0,18.99,18.99,11.52,7.47,39.3,Visa
7031,99270B,41,VF3503, RIDGID VAC BAG 6-9G,1.0,45.99,45.99,28.42,17.57,38.2,"CHA-375
"
7032,99272B,41,0534431,ALEX FAST DRY WHITE 300M,1.0,4.99,4.99,2.79,2.2,44.1,"CHA-1048
"
7033,99273A,41,6010013,"AUTO LATCH 2"" BLACK",1.0,6.99,6.99,2.37,4.62,66.1,Mastercard
7034,99274B,41,5788," MILWAUKEE 9"" TORCH BIM B",2.0,8.99,17.98,7.04,10.94,60.8,Debit
7035,99274B,41,48-00-5562," 9"" TORCH NITRUS CARBIDE",2.0,20.691,41.38,29.1,12.28,29.7,Debit
7036,99276B,06,WKTZ122VP,"#12X2"" WAFER HEAD METAL",1.0,32.99,32.99,16.19,16.8,50.9,"CHA-0467
"
7037,99276B,06,HU9,FACE MOUNT HANGER,2.0,13.99,27.98,12.24,15.74,56.3,"CHA-0467
"
7038,99276B,06,HGUS3.25/10,3 1/4X10 FACE MOUNT HANG,1.0,22.99,22.99,10.43,12.56,54.6,"CHA-0467
"
7039,99279B,06,33-721ARM,ARMOR ALL CLEAR COAT 946,1.0,23.99,23.99,13.49,10.5,43.8,"CHA-138
"
7040,99279B,06,116HS,"HORSESHOE SHIM 1/16"" BLU",1.0,9.99,9.99,4.92,5.07,50.8,"CHA-138
"
7041,99279B,06,Z4U10-2,NOUR HD FOAM MINI ROLLER,1.0,3.99,3.99,0.0,3.99, 100.0,"CHA-138
"
7042,99281A,41,/H," 2"" pancake screws -Josh",1.0,65.0,65.0,35.75,29.25,45.0,"CHA-1245
"
7043,99291A,41,HPS516212,"HPS 5/16 X 2-1/2"" ANCHOR",4.0,1.39,5.56,2.92,2.64,47.5,"CHA-SIRIUSF
"
7044,99294B,06,0428306,FIRE EXTINGUISHER WHITE,1.0,35.99,35.99,22.49,13.5,37.5,Visa
7045,99295B,41,22248,OUTDOOR ONLY BLUE TUCK T,3.0,12.99,38.97,24.42,14.55,37.3,Visa
7046,99299B,06,48-22-3078, HIGH LEVERAGE PLIERS,1.0,44.99,44.99,18.02,26.97,59.9,Cash
7047,99299B,06,142NMD, 14-2 NMD WIRE,1.0,3.49,3.49,1.44,2.05,58.7,Cash
7048,99300B,41,435006," TE-CX 3/8""-6"" HAMMER DRI",1.0,25.79,25.79,17.3,8.49,32.9,Visa
7049,99303A,23,587KB,5/8 X 7 KWIK BOLT KB1,4.0,6.99,27.96,18.8,9.16,32.8,"CHA-0177
"
7050,99304B,41,161FEIN,FEIN WOOD/METAL CUT LONG,-2.0,-21.99,-43.98,-22.22,-21.76, -49.5,"CHA-663
"
7051,99307B,23,-12-," 12"" MAGNETIC BROOM",1.0,16.99,16.99,8.85,8.14,47.9,Mastercard
7052,99307B,23,60215,"16"" ALUM DUST PAN",1.0,22.99,22.99,11.87,11.12,48.4,Mastercard
7053,99311B,41,J570269,"19/64"" JET-KUT GOLD JOBB",2.0,9.99,19.98,10.14,9.84,49.2,"CHA-492
"
7054,99311B,41,98265,"ROB#2 IMPACT 6""HD RED",1.0,8.99,8.99,4.49,4.5,50.1,"CHA-492
"
7055,99312B,41,2151X-B,"1/4""X3-3/4"" EYE BOLT LAG",2.0,0.89,1.78,0.78,1.0,56.2,"CHA-663
"
7056,99312B,41,3062XBC,SPRING SNAP ZINC 1/4X2 1,1.0,2.19,2.19,1.06,1.13,51.6,"CHA-663
"
7057,99313B,23,36385,"3/4"" AUGER BIT 18"" LONG",1.0,20.691,20.69,10.53,10.16,49.1,Visa
7058,99322B,23,0164079,"12"" SHRINK PALLET WRAP",1.0,19.99,19.99,9.13,10.86,54.3,Visa
7059,99326B,23,N180-182," 5/16"" X 12"" SQUARE KEY S",1.0,5.391,5.39,2.13,3.26,60.5,Debit
7060,99330B,82,NP1WHT, NP1 WHITE 300ML,5.0,11.99,59.95,37.0,22.95,38.3,"CHA-0346
"
7061,99340B,06,0534439,DYNAFLEX 230 WHITE 300ML,24.0,6.99,167.76,105.6,62.16,37.1,"CHA-0782
"
7062,99342A,23,0164056,SYNKO REDI-FILLER 3.6L,1.0,18.99,18.99,11.88,7.11,37.4,"CHA-492
"
7063,99342A,23,AG692615, SANDING SPONGE ANGLED ME,1.0,4.99,4.99,1.9,3.09,61.9,"CHA-492
"
7064,99342A,23,0389956,"TAPING KNIFE 6""",1.0,2.69,2.69,1.32,1.37,50.9,"CHA-492
"
7065,99342A,23,AB02636,PROSAND JOB PACK 220G 20,1.0,1.29,1.29,0.39,0.9,69.8,"CHA-492
"
7066,99346A,23,0631576,RANGE RECEPTACLE 50A,1.0,7.99,7.99,4.0,3.99,49.9,"CHA-ARDON
"
7067,99347B,77,T39014," 1/4"" PREMIUM GLASS & TIL",1.0,13.99,13.99,7.48,6.51,46.5,Debit
7068,99347B,77,T39316," 3/16"" PREMIUM GLASS AND",1.0,12.99,12.99,6.65,6.34,48.8,Debit
7069,99355B,82,523208, DAP DRYDEX SPACKLE 237ML,1.0,4.99,4.99,3.22,1.77,35.5,Mastercard
7070,99363B,01,TI2139IM," 3/16"" IMPACT TITANIUM DR",1.0,5.391,5.39,2.92,2.47,45.8,Debit
7071,99363B,01,043016012,IRWIN 3/16 X 3-1/2 COBAL,1.0,3.411,3.41,1.28,2.13,62.5,Debit
7072,99363B,01,B14602," 3/16"" BRAD POINT DRILL B",1.0,3.951,3.95,2.19,1.76,44.6,Debit
7073,99363B,01,RP-23/35, 23GA PIN NAILS GALVANIZE,1.0,9.891,9.89,4.32,5.57,56.3,Debit
7074,99363B,01,FKAS634VP,6X3/4 SS SCREWS FLAT HEA,1.0,13.941,13.94,7.74,6.2,44.5,Debit
7075,99363B,01,FKAS61VP, 6X1 SS SCREWS FLAT HEAD,1.0,15.921,15.92,8.86,7.06,44.3,Debit
7076,99363B,01,PLPS, PL PREMIUM ADHESIVE 295M,1.0,9.99,9.99,7.7,2.29,22.9,Debit
7077,99363B,01,UC175H710180, MOUNTING PLATE 0mm ADJUS,4.0,2.691,10.76,5.88,4.88,45.4,Debit
7078,99363B,01,07.032, EURO HINGE INSET,4.0,4.941,19.76,10.8,8.96,45.3,Debit
7079,99366B,82,3047XBC,"SPLIT LINK 1/2""",6.0,3.99,23.94,11.34,12.6,52.6,"GIF
"
7080,99366B,82,ONLINE, Code used to search Onli,1.0,0.0,0.0,0.0,0.0, 0.0,"GIF
"
7081,99366B,82,/H, Shipping,1.0,32.2,32.2,17.71,14.49,45.0,"GIF
"
7082,99369B,23,205-02, INDOOR ONLY RED TUCK TAP,1.0,10.99,10.99,5.94,5.05,46.0,"CHA-NATURAL
"
7083,99369B,23,22248,OUTDOOR ONLY BLUE TUCK T,1.0,12.99,12.99,8.14,4.85,37.3,"CHA-NATURAL
"
7084,99369B,23,FKAS8112VP, 8x1-1/2 FLAT HEAD SS SCR,2.0,28.99,57.98,29.58,28.4,49.0,"CHA-NATURAL
"
7085,99369B,23,CA14VP, 1/4X1 CONICAL ANCHOR,1.0,8.59,8.59,4.27,4.32,50.3,"CHA-NATURAL
"
7086,99369B,23,MAXBAG, CONTRACTOR GARBAGE BAGS,2.0,34.99,69.98,40.02,29.96,42.8,"CHA-NATURAL
"
7087,99369B,23,49-56-0509," 3/8"" DIAMOND HOLE SAW MI",4.0,32.99,131.96,73.48,58.48,44.3,"CHA-NATURAL
"
7088,99371B,23,335362," 3/8"" BACKER ROD 20'",1.0,6.99,6.99,2.21,4.78,68.4,Visa
7089,99371B,23,779B1825, FROG TAPE DELICATE 24MMX,1.0,10.99,10.99,5.86,5.13,46.7,Visa
7090,99371B,23,335276, CF21005 FOAM TAPE 3/8X3/,1.0,7.99,7.99,3.76,4.23,52.9,Visa
7091,99371B,23,7269996,"1/2""X3/4""X10' MD FOAM TA",1.0,10.99,10.99,2.41,8.58,78.1,Visa
7092,99373B,23,25653,"SDS QUAD CUTTER 3/16X6""",2.0,4.99,9.98,2.58,7.4,74.1,Debit
7093,99379A,23,HTZ834VP," #8X3/4"" HEX TEK SCREW ZI",1.0,8.541,8.54,4.74,3.8,44.5,Visa
7094,99379A,23,2078909,"9"" IRON WORKERS PLIERS I",1.0,26.991,26.99,15.81,11.18,41.4,Visa
7095,99388B,23,FKAS8112VP, 8x1-1/2 FLAT HEAD SS SCR,-2.0,-28.99,-57.98,-29.58,-28.4, -49.0,"CHA-NATURAL
"
7096,99388B,23,49-56-0509," 3/8"" DIAMOND HOLE SAW MI",-4.0,-32.99,-131.96,-73.48,-58.48, -44.3,"CHA-NATURAL
"
7097,99388B,23,FKAS81VP," #8X1"" FLAT HEAD SS SCREW",2.0,21.49,42.98,21.8,21.18,49.3,"CHA-NATURAL
"
7098,99388B,23,49-56-0507," 5/16"" DIAMOND HOLE SAW M",4.0,32.99,131.96,71.6,60.36,45.7,"CHA-NATURAL
"
7099,99388B,23,HC2041," BULLDOG SDS 1/4""X4""X6""",1.0,10.99,10.99,5.45,5.54,50.4,"CHA-NATURAL
"
7100,99388B,23,YAL,BLUE/YELLOW DRYWALL ANCH,30.0,0.2,6.0,3.0,3.0,50.0,"CHA-NATURAL
"
7101,99392A,41,4240529,DOOR MAT ASTRO TERF TAUP,3.0,29.99,89.97,47.79,42.18,46.9,"CHA-0665
"
7102,99392A,41,310948, 10X12 WHITE SHELF BRACKE,2.0,3.99,7.98,2.18,5.8,72.7,"CHA-0665
"
7103,99392A,41,48-22-3100, MILWAUKEE BLACK MARKER F,3.0,2.59,7.77,3.42,4.35,56.0,"CHA-0665
"
7104,99399A,41,TI2132," 5/64"" TITANIUM DRILL BIT",1.0,3.861,3.86,2.07,1.79,46.4,Debit
7105,99403B,23,PLPS, PL PREMIUM ADHESIVE 295M,1.0,9.99,9.99,7.7,2.29,22.9,Visa
7106,99403B,23,T55014," 1/4"" CARBIDE TIPPED ROTA",1.0,10.89,10.89,5.47,5.42,49.8,Visa
7107,99403B,23,04-316015,IRWIN 15PC COBALT DRILL,1.0,55.99,55.99,35.86,20.13,36.0,Visa
7108,99403B,23,YAL,BLUE/YELLOW DRYWALL ANCH,10.0,0.2,2.0,1.0,1.0,50.0,Visa
7109,99409B,23,48-32-4511," 6"" IMPACT MAGNETIC BIT",1.0,13.491,13.49,7.77,5.72,42.4,Debit
7110,99409B,23,76239,SD/SS PRO IMPACT TOR SQ,1.0,2.99,2.99,1.73,1.26,42.1,Debit
7111,99422A,41,2070062,"3"" WOOD & DRYWALL BLADE",1.0,19.99,19.99,11.99,8.0,40.0,"CHA-1198
"
7112,99422A,41,2070062,"3"" WOOD & DRYWALL BLADE",2.0,19.99,39.98,23.98,16.0,40.0,"CHA-1198
"
7113,99423B,23,577406, WD&S SILICONE CLEAR 290M,1.0,11.99,11.99,6.26,5.73,47.8,Visa
7114,99423B,23,/H, Toggle Bolt,1.0,0.89,0.89,0.49,0.4,44.9,Visa
7115,99423B,23,29126,STAINLEES STEEL WASHERS,0.005,119.99,0.6,0.15,0.45,75.0,Visa
7116,99424A,41,09-02925, 6 MIL INDUSTRIAL BAGS CL,-30.0,-2.0,-60.0,-42.3,-17.7, -29.5,Visa
7117,99429B,23,PA14VMK,"1/4"" PLASTIC ANCHORS W/S",1.0,3.49,3.49,1.73,1.76,50.4,Visa
7118,99429B,23,PA316VMK," 3/16"" PLASTIC ANCHOR W/S",1.0,3.49,3.49,1.73,1.76,50.4,Visa
7119,99435B,23,76263,"ROB#1 IMPACT 6"" GREEN",1.0,7.99,7.99,4.13,3.86,48.3,"CHA-159
"
7120,99436B,23,76265,"ROB#2 IMPACT 6"" RED",1.0,7.99,7.99,3.2,4.79,59.9,Cash
7121,99436B,23,76263,"ROB#1 IMPACT 6"" GREEN",-1.0,-7.99,-7.99,-4.13,-3.86, -48.3,Cash
7122,99440B,23,48-22-8422, MILWAKEE COMPACT PACKOUT,1.0,107.99,107.99,71.23,36.76,34.0,"CHA-1078
"
7123,99442B,23,07.033, EURO HINGE FULL OVERLAY,4.0,9.99,39.96,22.88,17.08,42.7,"CHA-1185
"
7124,99443B,23,PKTZ834VP,"#8X3/4"" PH TEK SCREWS 10",1.0,12.39,12.39,6.16,6.23,50.3,Visa
7125,99450B,23,6863328,GE CLEAR SILICONE TUBE K,1.0,13.49,13.49,8.09,5.4,40.0,Visa
7126,99455B,77,P-MICRO-PIN,MICRO PINE PLUGS,1.0,7.99,7.99,4.03,3.96,49.6,Debit
7127,99460B,82,523208, DAP DRYDEX SPACKLE 237ML,1.0,4.99,4.99,3.22,1.77,35.5,Debit
7128,99460B,82,ZSB4U405, NOUR RED-GREY MINI ROLLE,1.0,8.991,8.99,3.4,5.59,62.2,Debit
7129,99466B,82,P88114," 3"" 1/4"" SLOTTED DRIVER B",1.0,2.691,2.69,1.52,1.17,43.5,Debit
7130,99468A,41,44400,20PC SANDING DRUM SET,1.0,10.99,10.99,5.35,5.64,51.3,"CHA-651
"
